date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,weathercode,sunshine_duration,windspeed_10m_max,winddirection_10m_dominant,weather_description
2025-06-20,23.6,16.3,19.3,1.7,1.7,0.0,51,29758.13,18.3,356,小雨
2025-06-21,21.7,15.7,18.5,1.2,1.2,0.0,53,21489.73,15.0,15,中雨
2025-06-22,19.9,15.4,17.3,1.9,1.9,0.0,53,11872.2,9.6,4,中雨
2025-06-23,24.9,14.8,19.0,2.1,2.1,0.0,53,37027.36,12.9,140,中雨
2025-06-24,22.9,16.9,19.2,21.1,21.1,0.0,63,14871.42,14.9,164,中雨
2025-06-25,22.1,17.2,18.5,32.3,32.3,0.0,65,3900.72,10.0,131,大雨
2025-06-26,19.7,15.3,17.2,58.7,58.7,0.0,63,15779.65,8.1,43,中雨
2025-06-27,21.7,16.2,18.1,15.4,15.4,0.0,61,16287.43,9.4,161,小雨
2025-06-28,24.7,14.8,19.3,1.5,1.5,0.0,53,41673.07,14.5,177,中雨
2025-06-29,24.8,17.7,20.3,1.0,1.0,0.0,53,20580.46,15.8,173,中雨
2025-06-30,19.5,16.9,18.3,28.9,28.9,0.0,63,122.06,11.2,152,中雨
2025-07-01,23.4,16.3,19.0,3.9,3.9,0.0,53,28729.61,17.5,152,中雨
2025-07-02,23.3,16.9,19.6,4.1,4.1,0.0,55,42494.24,20.3,170,大雨
2025-07-03,24.7,17.2,20.1,0.8,0.8,0.0,51,42827.71,22.3,178,小雨
2025-07-04,25.6,17.7,20.9,0.1,0.1,0.0,51,46415.74,20.7,182,小雨
2025-07-05,26.0,15.8,20.0,3.1,3.1,0.0,61,41302.57,10.9,172,小雨
2025-07-06,24.8,15.0,19.6,2.3,2.3,0.0,51,38196.91,13.1,176,小雨
2025-07-07,26.2,15.5,20.5,1.1,1.1,0.0,51,42666.05,15.5,177,小雨
2025-07-08,26.4,15.9,20.5,14.2,14.2,0.0,63,38227.19,15.5,182,中雨
2025-07-09,22.5,17.2,19.4,12.4,12.4,0.0,63,4867.09,16.2,21,中雨
2025-07-10,21.7,15.2,18.2,8.7,8.7,0.0,61,21416.61,16.4,12,小雨
2025-07-11,23.7,15.7,19.2,4.7,4.7,0.0,53,46362.13,19.7,26,中雨
2025-07-12,23.7,16.0,19.3,5.5,5.5,0.0,61,40623.38,12.7,30,小雨
2025-07-13,25.4,14.9,19.8,3.3,3.3,0.0,61,45722.99,11.7,133,小雨
2025-07-14,25.8,14.9,20.0,4.0,4.0,0.0,63,43175.21,12.8,139,中雨
2025-07-15,27.0,14.4,20.8,0.7,0.7,0.0,51,46520.46,12.3,158,小雨
2025-07-16,26.6,15.7,21.3,0.8,0.8,0.0,51,43596.5,12.0,155,小雨
2025-07-17,27.8,16.3,21.9,1.1,1.1,0.0,53,47065.78,8.4,175,中雨
2025-07-18,26.2,16.9,21.2,5.8,5.8,0.0,63,40046.45,10.5,197,中雨
2025-07-19,26.0,17.1,20.6,9.3,9.3,0.0,63,40953.45,13.6,28,中雨
2025-07-20,23.7,16.5,20.1,3.2,3.2,0.0,55,44733.1,22.5,10,大雨
2025-07-21,23.4,17.5,19.7,4.9,4.9,0.0,55,33085.81,27.5,4,大雨
2025-07-22,23.0,17.7,19.5,14.0,14.0,0.0,63,33054.74,22.7,20,中雨
2025-07-23,22.0,17.4,18.8,21.6,21.6,0.0,63,5067.85,14.8,60,中雨
2025-07-24,23.2,17.3,19.3,8.5,8.5,0.0,55,20706.58,14.2,152,大雨
2025-07-25,24.5,17.6,20.1,4.7,4.7,0.0,61,39727.23,16.2,164,小雨
2025-07-26,24.6,17.1,19.9,9.5,9.5,0.0,63,32446.41,13.6,149,中雨
2025-07-27,25.4,14.7,19.3,5.2,5.2,0.0,63,45344.08,9.7,318,中雨
2025-07-28,26.8,14.3,20.5,0.0,0.0,0.0,2,46090.02,8.3,18,多云
2025-07-29,27.1,15.2,21.2,3.9,3.9,0.0,63,46580.6,10.3,8,中雨
2025-07-30,27.2,15.7,20.7,15.6,15.6,0.0,65,41521.28,12.2,335,大雨
2025-07-31,25.8,16.3,20.4,2.9,2.9,0.0,61,42213.64,11.2,128,小雨
2025-08-01,25.9,14.0,20.3,0.3,0.3,0.0,51,45834.63,10.8,132,小雨
2025-08-02,28.5,15.1,21.4,0.1,0.1,0.0,51,46137.04,16.1,180,小雨
2025-08-03,28.6,16.5,22.2,0.5,0.5,0.0,51,45623.79,12.6,181,小雨
2025-08-04,28.0,18.7,22.1,2.5,2.5,0.0,55,39260.71,11.0,147,大雨
2025-08-05,26.8,17.1,21.1,13.5,13.5,0.0,63,38655.7,14.8,59,中雨
2025-08-06,25.5,16.5,20.2,33.2,33.2,0.0,63,40203.08,16.6,72,中雨
2025-08-07,24.9,16.8,20.2,8.9,8.9,0.0,63,31203.37,13.1,150,中雨
2025-08-08,26.4,16.7,20.8,1.8,1.8,0.0,55,40306.27,13.9,184,大雨
2025-08-09,27.7,17.8,21.8,0.7,0.7,0.0,53,40593.84,13.3,183,中雨
2025-08-10,27.5,18.5,22.0,1.6,1.6,0.0,53,37790.93,17.3,178,中雨
2025-08-11,22.8,17.2,19.8,8.4,8.4,0.0,61,2563.05,11.7,59,小雨
2025-08-12,23.2,16.1,19.5,0.6,0.6,0.0,51,31755.41,10.8,339,小雨
2025-08-13,25.4,15.5,20.4,0.1,0.1,0.0,51,41575.68,15.0,7,小雨
2025-08-14,26.2,14.9,20.4,0.2,0.2,0.0,51,43543.78,14.7,2,小雨
2025-08-15,24.4,16.1,18.9,18.4,18.4,0.0,65,33790.36,14.8,13,大雨
2025-08-16,22.5,16.2,18.1,12.0,12.0,0.0,63,21374.63,12.0,161,中雨
2025-08-17,24.7,15.6,19.6,0.6,0.6,0.0,51,40389.05,14.4,168,小雨
2025-08-18,25.0,14.6,19.3,0.7,0.7,0.0,51,43599.98,14.0,151,小雨
2025-08-19,23.4,14.5,18.7,0.9,0.9,0.0,51,34053.8,13.7,158,小雨
2025-08-20,25.2,17.0,19.8,6.2,6.2,0.0,63,40941.41,18.2,179,中雨
2025-08-21,22.2,17.1,18.6,18.0,18.0,0.0,65,3409.0,12.6,168,大雨
2025-08-22,20.6,16.6,17.9,12.1,12.1,0.0,63,9993.07,15.9,181,中雨
2025-08-23,22.6,15.9,18.5,9.2,9.2,0.0,63,24038.56,15.0,180,中雨
2025-08-24,24.6,16.1,19.4,1.0,1.0,0.0,51,38653.86,16.6,177,小雨
2025-08-25,23.3,16.0,19.1,0.2,0.2,0.0,51,36539.02,16.7,174,小雨
2025-08-26,23.7,13.3,18.4,1.3,1.3,0.0,51,39600.0,18.3,182,小雨
2025-08-27,23.9,15.6,19.0,1.3,1.3,0.0,53,42960.0,16.3,181,中雨
2025-08-28,24.1,16.6,19.6,0.3,0.3,0.0,51,42539.18,15.0,172,小雨
2025-08-29,23.3,15.4,18.9,2.2,2.2,0.0,53,43200.0,18.1,147,中雨
2025-08-30,25.3,13.4,19.2,0.2,0.2,0.0,51,43200.0,13.5,164,小雨
2025-08-31,25.0,15.9,19.1,4.8,4.8,0.0,63,33874.19,13.0,174,中雨
2025-09-01,25.6,14.0,19.6,0.1,0.1,0.0,51,43200.0,16.3,190,小雨
2025-09-02,27.4,15.9,20.8,0.3,0.3,0.0,51,39600.0,20.1,186,小雨
2025-09-03,27.5,17.4,21.3,0.6,0.6,0.0,51,40033.02,17.8,180,小雨
2025-09-04,27.6,17.3,21.7,0.1,0.1,0.0,51,39600.0,20.3,175,小雨
2025-09-05,28.2,17.8,22.2,6.2,6.2,0.0,63,35852.85,16.0,184,中雨
2025-09-06,24.5,16.1,19.4,17.3,17.3,0.0,63,27297.35,12.2,70,中雨
2025-09-07,25.9,17.1,20.4,1.0,1.0,0.0,51,42221.26,13.0,169,小雨
2025-09-08,24.5,16.3,19.2,14.8,14.8,0.0,65,27334.5,10.1,23,大雨
2025-09-09,25.0,14.7,19.5,0.3,0.3,0.0,51,43200.0,12.6,24,小雨
2025-09-10,23.3,15.9,19.4,5.8,5.8,0.0,63,38556.59,13.0,138,中雨
2025-09-11,25.2,17.6,20.4,1.3,1.3,0.0,51,33126.55,17.8,170,小雨
2025-09-12,23.3,17.3,19.7,12.8,12.8,0.0,61,4620.51,11.3,177,小雨
2025-09-13,21.2,16.5,18.1,46.0,46.0,0.0,63,6288.2,9.4,184,中雨
2025-09-14,24.1,15.9,19.3,1.0,1.0,0.0,51,36049.71,13.8,187,小雨
2025-09-15,24.1,15.8,19.1,1.5,1.5,0.0,51,37203.76,15.7,183,小雨
2025-09-16,24.0,15.8,19.4,0.8,0.8,0.0,51,38059.09,18.3,181,小雨
2025-09-17,23.1,16.2,18.9,4.9,4.9,0.0,55,31465.41,16.3,173,大雨
2025-09-18,24.0,16.4,19.4,0.4,0.4,0.0,51,33500.05,24.0,171,小雨
2025-09-19,24.1,17.2,19.2,10.0,10.0,0.0,63,23317.9,11.1,180,中雨
2025-09-20,24.0,16.6,19.4,3.1,3.1,0.0,53,36414.9,14.7,162,中雨
2025-09-21,24.0,16.6,19.5,9.4,9.4,0.0,63,35171.85,16.5,160,中雨
2025-09-22,19.1,16.0,17.4,57.2,57.2,0.0,65,3174.63,11.4,98,大雨
2025-09-23,20.7,15.1,16.6,9.7,9.7,0.0,61,9938.7,23.2,31,小雨
2025-09-24,21.2,12.7,16.4,0.0,0.0,0.0,3,37029.85,20.2,3,阴
2025-09-25,15.9,11.8,14.0,9.5,9.5,0.0,61,0.0,19.4,359,小雨
2025-09-26,16.6,14.0,15.1,30.9,30.9,0.0,63,0.0,10.6,24,中雨
2025-09-27,23.3,15.8,18.3,1.2,1.2,0.0,51,29945.51,17.2,170,小雨
2025-09-28,24.6,16.1,18.9,0.8,0.8,0.0,51,32437.47,20.6,179,小雨
2025-09-29,20.3,13.0,16.7,2.2,2.2,0.0,53,21230.91,19.6,161,中雨
2025-09-30,17.4,15.7,16.3,26.5,26.5,0.0,63,0.0,21.5,133,中雨
2025-10-01,22.1,16.0,18.2,2.1,2.1,0.0,51,27516.31,26.9,178,小雨
2025-10-02,26.0,16.9,20.1,0.7,0.7,0.0,51,36489.78,20.9,186,小雨
2025-10-03,24.1,16.5,19.8,0.1,0.1,0.0,51,36713.81,17.8,175,小雨
2025-10-04,24.4,17.1,19.8,1.5,1.5,0.0,51,33012.38,19.7,171,小雨
2025-10-05,24.2,17.5,19.8,1.8,1.8,0.0,51,37191.02,19.9,167,小雨
2025-10-06,21.9,15.4,17.8,4.9,4.9,0.0,61,35765.75,18.6,137,小雨
2025-10-07,16.4,15.1,15.5,45.9,45.9,0.0,63,0.0,22.7,129,中雨
2025-10-08,21.2,14.8,17.2,4.1,4.1,0.0,55,33280.58,24.7,170,大雨
2025-10-09,23.7,16.1,18.9,0.4,0.4,0.0,51,33700.15,22.6,179,小雨
2025-10-10,24.9,16.1,19.4,0.0,0.0,0.0,3,33733.44,23.2,182,阴
2025-10-11,23.9,15.9,18.9,1.1,1.1,0.0,53,37106.23,20.0,178,中雨
2025-10-12,26.4,15.2,19.4,0.0,0.0,0.0,3,40365.52,19.6,177,阴
2025-10-13,19.4,12.8,16.0,4.9,4.9,0.0,61,10325.24,13.1,72,小雨
2025-10-14,22.5,15.2,18.0,1.8,1.8,0.0,51,35644.39,19.6,166,小雨
2025-10-15,21.9,16.1,18.0,11.8,11.8,0.0,63,35290.11,12.8,164,中雨
2025-10-16,21.6,15.2,17.5,4.9,4.9,0.0,53,30525.28,17.7,178,中雨
2025-10-17,20.2,14.3,16.9,22.8,22.8,0.0,63,2386.46,15.9,167,中雨
2025-10-18,14.4,12.0,13.3,15.5,15.5,0.0,61,0.0,10.4,27,小雨
2025-10-19,14.5,11.7,13.1,21.4,21.4,0.0,63,0.0,13.0,27,中雨
2025-10-20,15.6,11.2,13.3,5.4,5.4,0.0,61,2405.73,14.3,119,小雨
2025-10-21,12.9,9.3,11.0,5.1,5.1,0.0,61,1016.25,15.6,27,小雨
2025-10-22,13.8,8.8,11.1,1.3,1.3,0.0,51,3769.66,10.0,49,小雨
2025-10-23,15.7,7.3,11.2,0.0,0.0,0.0,3,20166.67,12.9,92,阴
2025-10-24,15.2,8.9,11.3,0.5,0.5,0.0,51,13329.46,15.9,147,小雨
2025-10-25,11.3,9.1,10.1,2.9,2.9,0.0,53,0.0,12.2,66,中雨
2025-10-26,10.9,8.4,9.3,6.3,6.3,0.0,61,0.0,10.4,51,小雨
2025-10-27,14.1,7.5,10.1,3.3,3.3,0.0,61,15362.55,13.5,73,小雨
2025-10-28,17.5,9.3,12.3,0.1,0.1,0.0,51,33392.59,17.3,163,小雨
2025-10-29,14.1,9.5,12.0,6.0,6.0,0.0,61,302.4,16.0,133,小雨
2025-10-30,16.3,9.0,11.4,3.3,3.3,0.0,53,4619.31,8.0,20,中雨
2025-10-31,11.2,8.1,10.0,10.0,10.0,0.0,55,0.0,15.0,46,大雨
2025-11-01,10.5,7.3,8.5,4.0,4.0,0.0,53,0.0,10.8,62,中雨
2025-11-02,8.9,6.7,7.6,9.2,9.2,0.0,53,0.0,12.3,32,中雨
2025-11-03,9.2,5.2,6.8,14.8,14.8,0.0,61,0.0,10.5,44,小雨
2025-11-04,15.4,4.7,9.2,0.4,0.4,0.0,51,34638.31,12.8,173,小雨
2025-11-05,16.8,7.7,11.5,0.3,0.3,0.0,51,13191.68,17.5,163,小雨
2025-11-06,23.3,11.4,15.2,0.0,0.0,0.0,3,29687.36,21.6,172,阴
2025-11-07,20.0,11.4,14.7,7.2,7.2,0.0,61,18893.01,14.9,122,小雨
2025-11-08,13.5,9.8,11.5,6.5,6.5,0.0,55,666.72,9.7,53,大雨
2025-11-09,11.2,8.8,9.5,23.0,23.0,0.0,61,0.0,11.5,30,小雨
2025-11-10,12.7,8.8,10.1,3.3,3.3,0.0,53,0.0,8.1,60,中雨
2025-11-11,13.8,7.9,10.2,2.6,2.6,0.0,53,9085.13,10.7,67,中雨
2025-11-12,12.2,7.7,9.6,2.5,2.5,0.0,51,445.18,10.1,52,小雨
2025-11-13,15.3,7.6,10.3,0.9,0.9,0.0,51,24808.92,13.4,116,小雨
2025-11-14,15.0,8.3,10.4,1.0,1.0,0.0,51,14546.34,15.6,152,小雨
2025-11-15,14.2,7.8,10.1,4.3,4.3,0.0,53,10074.34,12.8,129,中雨
2025-11-16,17.8,6.9,11.2,0.1,0.1,0.0,51,32960.91,16.7,178,小雨
2025-11-17,11.3,6.7,8.8,1.7,1.7,0.0,51,2677.87,15.5,19,小雨
2025-11-18,6.5,1.2,3.7,2.0,2.0,0.0,53,0.0,19.9,11,中雨
2025-11-19,11.5,1.2,4.9,0.0,0.0,0.0,3,35817.48,15.1,50,阴
2025-11-20,10.6,1.9,5.6,0.0,0.0,0.0,3,21600.0,12.0,39,阴
2025-11-21,11.5,1.4,5.9,0.0,0.0,0.0,3,29777.25,12.4,102,阴
2025-11-22,10.9,3.0,7.2,0.1,0.1,0.0,51,2992.5,12.9,144,小雨
2025-11-23,7.0,2.0,4.1,2.9,2.9,0.0,51,0.0,9.8,34,小雨
2025-11-24,14.1,2.0,7.1,0.3,0.3,0.0,51,29244.94,24.2,354,小雨
2025-11-25,12.7,-2.7,4.6,0.0,0.0,0.0,2,37385.25,12.6,197,多云
2025-11-26,14.5,-0.4,5.8,0.0,0.0,0.0,2,37128.72,23.4,6,多云
2025-11-27,14.1,-0.6,5.9,0.0,0.0,0.0,3,37154.06,10.9,266,阴
2025-11-28,17.5,-1.6,6.9,0.0,0.0,0.0,0,37179.48,14.4,209,晴
2025-11-29,18.3,0.3,8.0,0.0,0.0,0.0,0,36921.5,14.4,183,晴
2025-11-30,13.4,2.2,6.8,0.0,0.0,0.0,2,36662.66,13.0,35,多云
2025-12-01,16.8,1.7,7.7,0.0,0.0,0.0,3,36118.93,14.6,195,阴
2025-12-02,11.0,4.4,7.7,2.2,2.2,0.0,51,2273.18,10.1,37,小雨
2025-12-03,8.2,5.3,6.5,1.9,1.9,0.0,51,0.0,14.8,106,小雨
2025-12-04,6.2,3.8,5.5,0.9,0.9,0.0,51,0.0,11.2,65,小雨
2025-12-05,14.6,2.8,6.9,0.3,0.3,0.0,51,31373.38,12.5,178,小雨
2025-12-06,13.7,2.3,7.0,0.3,0.3,0.0,51,28652.78,15.8,159,小雨
2025-12-07,13.7,3.5,7.4,1.6,1.6,0.0,51,34490.04,12.8,13,小雨
2025-12-08,10.7,0.9,5.9,0.0,0.0,0.0,3,21353.88,15.8,170,阴
2025-12-09,13.7,6.1,8.5,0.3,0.3,0.0,51,23556.42,19.1,169,小雨
2025-12-10,14.2,3.7,7.5,0.6,0.6,0.0,51,16465.33,11.6,44,小雨
2025-12-11,16.0,3.0,8.6,0.0,0.0,0.0,3,25483.21,17.5,192,阴
2025-12-12,16.9,3.9,9.3,0.3,0.3,0.0,51,36000.0,17.0,83,小雨
2025-12-13,9.7,3.2,6.1,1.5,1.5,0.0,51,24039.32,21.2,22,小雨
2025-12-14,10.2,3.3,5.5,0.0,0.0,0.0,3,14874.29,16.9,155,阴
2025-12-15,14.3,4.8,7.9,0.0,0.0,0.0,3,32400.0,13.4,157,阴
2025-12-16,12.0,5.1,8.1,0.2,0.2,0.0,51,28881.34,17.0,87,小雨
2025-12-17,13.5,3.4,6.8,0.0,0.0,0.0,3,36000.0,14.5,20,阴
2025-12-18,15.6,1.8,7.8,0.0,0.0,0.0,3,33271.19,17.6,201,阴
2025-12-19,18.0,2.7,8.8,0.0,0.0,0.0,1,36000.0,17.2,179,晴转多云
2025-12-20,9.6,4.4,6.6,1.4,1.4,0.0,51,2198.24,12.5,24,小雨
2025-12-21,13.8,4.4,7.3,0.0,0.0,0.0,3,24913.93,21.1,174,阴
2025-12-22,18.4,5.6,9.6,0.0,0.0,0.0,3,26667.32,21.8,184,阴
2025-12-23,9.4,2.6,5.6,1.3,1.3,0.0,51,2952.19,16.5,24,小雨
2025-12-24,4.4,1.9,3.2,4.2,4.2,0.0,53,0.0,13.4,30,中雨
2025-12-25,6.4,1.1,3.2,0.4,0.3,0.07,71,6911.77,14.8,35,小雪
2025-12-26,7.2,2.2,3.5,0.0,0.0,0.0,3,9425.85,12.4,165,阴
2025-12-27,5.9,2.9,4.0,0.4,0.4,0.0,51,0.0,12.0,139,小雨
2025-12-28,12.5,3.4,6.0,0.0,0.0,0.0,3,25251.54,13.3,185,阴
2025-12-29,9.7,5.6,6.8,0.6,0.6,0.0,51,1396.82,11.7,122,小雨
2025-12-30,10.8,5.5,7.0,2.5,2.5,0.0,51,13669.08,18.6,147,小雨
2025-12-31,11.2,5.0,7.8,1.6,1.6,0.0,51,32038.14,11.7,53,小雨
